"ATM_Usage","ATM_Money","Day","Month","Season","Day_Of_Week","Is_Holiday","Date_Importance","HSupervisor","No_Service"
"369","664979095","20","4","2","1","0","0.0","0.07","N"
"18","9120000","3","11","4","7","1","0.1","0","N"
"598","1082512000","7","12","4","7","1","0.0","0","N"
"122","610540000","19","2","1","1","0","0.0","0","N"
"523","590794908","13","7","3","3","0","2.0","0.14","N"
"398","592805340","20","10","4","1","0","0.5","0.33","N"
"717","979532395","17","1","1","3","0","1.0","0.12","N"
"330","988642338","26","5","2","3","0","0.5","0.18","N"
"607","1055073730","11","2","1","7","1","2.5","0","N"
"475","570876876","23","12","4","2","1","3.0","0","N"
"535","638862000","12","1","1","5","1","2.5","0","N"
"754","917852650","18","2","1","7","1","2.0","0","N"
"91","168795000","8","1","1","2","0","0.0","0","N"
"497","694823760","2","10","4","4","1","3.0","0","N"
"903","856246042","22","11","4","5","1","4.0","0","N"
"394","775709478","12","6","2","6","0","0.1","0.23","N"
"520","1122508955","3","2","1","6","0","1.0","0.26","N"
"834","2809318803","28","10","4","3","0","1.5","0.08","N"
"514","1074789527","1","11","4","6","0","3.0","0.24","N"
"893","2248183705","1","6","2","2","0","3.0","0.18","N"
"454","874265059","21","10","4","3","0","0.0","0.36","N"
"889","1498506540","18","12","4","4","0","2.0","0.12","N"
"653","1012851845","25","11","4","2","0","3.0","0.1","N"
"182","686588000","19","6","2","6","0","1.0","0.26","N"
"332","535472426","1","1","1","2","1","5.0","0","N"
"428","503853603","11","5","2","2","0","0.0","0.1","N"
"611","638830302","19","5","2","3","0","1.5","0.01","N"
"82","85912000","12","1","1","5","1","2.5","0","N"
"2","0","18","12","4","4","0","2.0","0","N"
"494","770862398","24","6","2","4","0","0.5","0","N"
"464","833253000","17","12","4","3","0","0.5","0.02","N"
"93","162154000","12","12","4","4","0","0.0","0","N"
"53","55424000","3","2","1","6","0","1.0","0","N"
"639","1262159600","10","5","2","1","0","1.0","0","N"
"237","524490000","22","12","4","7","1","0.0","0","N"
"228","589893454","20","10","4","2","0","0.0","0.19","N"
"448","866104239","15","11","4","5","0","1.0","0.17","N"
"532","1007868475","26","5","2","3","0","0.5","0.32","N"
"9","1370000","22","3","1","7","1","0.0","0","N"
"260","364901000","25","10","4","6","0","0.0","0.2","N"
"667","1707694000","24","5","2","1","0","1.5","0.24","N"
"1005","1251065452","20","7","3","3","0","1.0","0.1","N"
"38","56589000","10","9","3","4","0","2.5","0.25","N"
"702","2305910193","5","11","4","2","0","1.0","0.38","N"
"622","922819493","26","7","3","2","0","2.0","0","N"
"379","404497333","22","7","3","5","0","1.0","0.03","N"
"859","1525330439","15","1","1","1","0","0.1","0.09","N"
"309","412617346","3","2","1","6","0","1.0","0.07","N"
"126","370020000","16","11","4","6","0","0.0","0","N"
"286","452916618","11","4","2","6","0","3.0","0.21","N"
"509","927717213","21","2","1","3","0","0.1","0.11","N"
"221","248508000","17","7","3","7","1","2.0","0","N"
"447","1162800728","28","5","2","5","0","2.0","0.01","N"
"474","890662027","17","12","4","3","0","0.5","0.01","N"
"403","750728510","29","10","4","4","0","3.0","0.25","N"
"532","1664925799","7","6","2","1","0","0.1","0.01","N"
"83","175538000","24","10","4","6","0","0.0","0","N"
"507","727607063","26","11","4","3","0","0.5","0.19","N"
"635","1261224227","25","9","3","5","0","1.0","0.2","N"
"164","490312611","27","10","4","1","0","0.5","0","N"
"500","587515612","21","4","2","2","0","0.0","0.18","N"
"571","792220522","1","2","1","4","0","3.0","0","N"
"72","143350000","17","7","3","7","1","2.0","0.04","N"
"569","1141951355","29","10","4","3","0","3.0","0.13","N"
"711","654032825","25","1","1","4","0","1.0","0.3","N"
"221","322804000","4","10","4","6","0","3.0","0.38","N"
"405","1032113566","18","6","2","5","0","0.1","0.1","N"
"159","155060500","28","11","4","5","0","1.5","0","N"
"645","1205364722","3","10","4","6","0","2.0","0","N"
"202","214190118","6","1","1","7","1","1.0","0","N"
"3","900000","23","11","4","7","1","1.5","0","N"
"676","1025903679","31","6","2","4","0","3.0","0.04","N"
"270","1754568194","4","4","2","6","0","0.5","0.15","N"
"150","299286000","2","1","1","2","1","5.0","0","N"
"146","117047500","30","11","4","7","1","3.0","0","N"
"475","2537941519","5","3","1","4","0","0.1","0.2","N"
"311","387778778","8","9","3","2","0","0.5","0.08","N"
"554","971465190","19","8","3","4","0","0.1","0.03","N"
"831","2376215979","26","12","4","5","0","0.5","0.13","N"
"56","53938000","28","9","3","1","0","1.5","0","N"
"48","107222128","2","1","1","2","1","5.0","0","N"
"423","412470238","16","10","4","4","0","0.1","0.36","N"
"405","968875000","17","8","3","2","0","0.5","0.22","N"
"163","88220000","13","11","4","3","0","0.5","0.22","N"
"734","1256593141","18","12","4","4","0","2.0","0.16","N"
"469","481267237","19","10","4","1","0","0.0","0.18","N"
"713","1338249274","17","9","3","4","0","0.5","0.23","N"
"591","961030793","2","7","3","6","1","4.0","0","N"
"856","824647648","27","9","3","7","1","0.5","0","N"
"426","1001850000","5","6","2","6","0","2.0","0.03","N"
"464","1144109316","11","8","3","3","0","0.5","0","N"
"495","695766101","22","9","3","2","0","1.0","0","N"
"446","666536881","23","2","1","5","0","1.5","0.32","N"
"697","1358790970","28","10","4","3","0","1.5","0.38","N"
"222","758026744","8","5","2","6","0","1.0","0","N"
"462","782682637","8","2","1","4","0","0.5","0.27","N"
"233","845231000","22","8","3","7","1","0.5","0","N"
"264","494591019","8","8","3","7","1","2.0","0","N"
"308","567522500","22","7","3","5","0","1.0","0.16","N"
"501","942790115","3","11","4","1","0","0.1","0.15","N"
"251","479391439","20","10","4","2","0","0.0","0.04","N"
"524","719191204","7","5","2","5","0","1.0","0.35","N"
"557","798336590","3","7","3","7","1","1.5","0","N"
"74","65731000","21","1","1","7","1","3.0","0","N"
"713","1147773675","30","9","3","3","0","4.0","0.02","N"
"220","94637000","2","8","3","1","1","4.0","0","N"
"727","2659962780","7","10","4","2","0","0.1","0.04","N"
"619","847825756","27","7","3","3","0","0.5","0","N"
"399","919038263","24","6","2","4","0","0.5","0.11","N"
"398","873185952","28","3","1","6","0","1.5","0.15","N"
"319","640719198","7","8","3","6","0","2.0","0.1","N"
"370","521072237","26","10","4","7","1","0.1","0","N"
"428","452304666","16","11","4","7","1","0.0","0.02","N"
"552","974473327","22","2","1","4","0","0.5","0.06","N"
"520","1509073028","15","10","4","3","0","1.0","0.26","N"
"652","980713120","10","3","1","2","0","0.5","0.34","N"
"376","814665224","10","11","4","7","1","1.0","0","N"
"147","533000000","30","5","2","7","1","3.0","0","N"
"539","673972755","5","4","2","7","1","2.0","0","N"
"314","296975000","9","1","1","2","0","0.1","0.07","N"
"799","1169281039","27","6","2","7","1","1.0","0","N"
"419","359556590","20","1","1","6","0","1.5","0.15","N"
"363","444952071","12","1","1","5","1","2.5","0","N"
"423","491013035","9","1","1","3","0","0.5","0.28","N"
"7","13570000","2","11","4","7","1","1.0","0","N"
"138","260387953","25","10","4","7","1","0.0","0","N"
"397","492653510","7","10","4","2","0","0.1","0.36","N"
"123","228301184","14","1","1","7","1","1.5","0","N"
"355","712012000","24","7","3","7","1","0.1","0","N"
"644","1174608165","16","10","4","4","0","0.1","0.04","N"
"695","1232179768","28","12","4","7","1","2.5","0.13","N"
"433","307769098","30","11","4","7","1","3.0","0","N"
"216","405729845","3","9","3","4","0","0.1","0","N"
"196","185040000","12","1","1","5","1","2.5","0","N"
"348","637157632","23","10","4","5","0","1.0","0.26","N"
"540","869355473","8","11","4","6","0","0.0","0.03","N"
"2","1880000","19","4","2","7","1","0.5","0","N"
"604","755557058","24","11","4","7","1","0.1","0","N"
"457","827591027","12","12","4","5","0","0.0","0.15","N"
"165","282010312","18","8","3","3","0","2.0","0","N"
"564","1037650207","21","7","3","4","0","1.0","0.3","N"
"154","290843000","18","4","2","6","0","3.0","0.29","N"
"446","513145000","26","3","1","4","0","0.5","0","N"
"628","1334809024","26","6","2","6","0","0.1","0.04","N"
"182","223773515","12","1","1","5","1","2.5","0","N"
"437","1289950866","24","9","3","4","0","0.1","0.1","N"
"564","797559715","8","12","4","7","1","0.0","0","N"
"420","786165000","18","10","4","7","1","0.0","0","N"
"82","71512000","22","9","3","2","0","1.0","0","N"
"366","544568714","19","3","1","4","0","0.1","0.01","N"
"468","1243225811","19","10","4","1","0","0.0","0","N"
"0","0","9","11","4","6","0","3.0","0","N"
"557","1497878126","6","11","4","4","0","0.0","0.25","N"
"464","939393950","27","1","1","6","0","0.5","0.05","N"
"211","474549590","11","1","1","4","0","1.5","0.07","N"
"327","1136786814","29","11","4","6","0","3.0","0.12","N"
"347","482294000","3","1","1","4","1","5.0","0","N"
"16","5870000","20","6","2","7","1","0.5","0","N"
"353","685883000","25","11","4","2","0","3.0","0","N"
"201","303327000","8","8","3","7","1","2.0","0","N"
"555","1196313464","1","6","2","2","0","3.0","0.16","N"
"307","1020413863","24","4","2","5","0","1.5","0","N"
"772","923846036","29","10","4","4","0","3.0","0.15","N"
"918","1496526648","2","12","4","2","0","0.5","0.29","N"
"365","419576073","12","8","3","4","0","1.5","0.03","N"
"581","721849135","17","10","4","6","0","0.0","0.05","N"
"195","212971933","4","7","3","1","0","0.1","0.23","N"
"519","592352714","15","12","4","7","1","2.0","0","N"
"131","112216000","11","4","2","6","0","3.0","0.04","N"
"497","564268219","28","1","1","7","1","1.5","0","N"
"248","371515000","24","5","2","1","0","1.5","0.01","N"
"361","1466221857","26","11","4","3","0","0.5","0.16","N"
"344","485618161","17","7","3","7","1","2.0","0","N"
"402","485387092","19","7","3","2","0","0.1","0.11","N"
"658","858135763","1","12","4","7","1","3.0","0","N"
"551","601072559","21","12","4","7","1","0.5","0","N"
"840","1097066169","27","11","4","3","0","0.5","0.01","N"
"283","359783615","7","11","4","5","0","0.0","0.34","N"
"775","1370216873","14","11","4","4","0","0.1","0.05","N"
"610","997822000","23","12","4","2","1","3.0","0","N"
"466","893854049","15","12","4","1","0","2.0","0","N"
"704","1354812330","2","10","4","5","0","1.5","0.24","N"
"510","612959904","9","12","4","2","0","0.0","0.19","N"
"166","361139173","7","11","4","5","0","0.0","0.08","N"
"647","1116017987","11","12","4","3","0","0.0","0","N"
"121","268339000","24","8","3","2","0","3.0","0.19","N"
"246","351577321","18","1","1","4","0","1.0","0.09","N"
"785","1584259843","6","11","4","3","0","0.1","0.05","N"
"298","1637093494","23","9","3","3","0","0.0","0.03","N"
"814","1507731481","20","12","4","5","0","0.0","0.08","N"
"383","1346036115","12","11","4","3","0","3.0","0","N"
"898","2027148875","2","3","1","1","0","3.0","0.22","N"
"427","809310295","14","8","3","6","0","1.0","0.07","N"
"429","789405500","20","6","2","7","1","0.5","0","N"
"427","272765555","26","4","2","7","1","3.5","0","N"
"468","871352944","14","6","2","1","0","0.0","0.17","N"
"679","724057398","21","1","1","7","1","3.0","0","N"
"1056","1680510625","29","3","1","7","1","3.0","0","N"
"689","1289730337","27","8","3","5","0","1.5","0.27","N"
"763","1818831923","24","1","1","3","0","0.1","0.28","N"
"405","572868564","15","12","4","7","1","2.0","0","N"
"113","114005507","12","11","4","2","0","3.0","0","N"
"741","951165120","5","2","1","1","0","0.0","0.3","N"
"401","981653973","21","12","4","6","0","0.0","0.16","N"
"894","1070271436","15","4","2","3","0","2.0","0.1","N"
"444","538699529","26","10","4","7","1","0.1","0","N"
"747","398884848","25","2","1","7","1","2.5","0","N"
"713","1207834000","5","10","4","7","1","1.0","0","N"
"645","1197142595","30","8","3","1","0","3.0","0.03","N"
"714","566676396","23","12","4","2","1","3.0","0","N"
"345","520303000","20","10","4","1","0","0.5","0.08","N"
"502","658942547","10","11","4","7","1","1.0","0","N"
"447","943106838","30","8","3","1","0","3.0","0.13","N"
"628","498979453","25","2","1","7","1","2.5","0","N"
"421","1703374959","26","12","4","5","0","0.5","0.08","N"
"121","113150875","25","1","1","4","0","1.0","0","N"
"535","822571128","3","4","2","5","0","0.1","0.02","N"
"640","1239770000","9","10","4","5","0","0.5","0","N"
"568","938290505","13","8","3","5","0","3.0","0.06","N"
"293","988004383","31","3","1","2","0","3.0","0","N"
"703","851153000","21","12","4","7","1","0.5","0","N"
"379","607652500","9","11","4","7","1","0.1","0","N"
"516","1107036624","30","6","2","3","0","3.0","0.18","N"
"177","118987000","19","12","4","4","0","0.0","0.28","N"
"434","753225600","20","3","1","5","0","1.0","0.06","N"
"664","1240226101","5","8","3","4","0","0.5","0.02","N"
"509","1309126000","11","11","4","2","0","1.5","0","N"
"291","576657319","27","7","3","3","0","0.5","0.01","N"
"321","575188679","19","1","1","5","0","1.0","0","N"
"791","2093363012","7","7","3","4","0","3.0","0.09","N"
"557","1058725000","4","10","4","7","1","3.0","0","N"
"309","852076306","27","10","4","1","0","0.5","0","N"
"530","1280921316","8","12","4","1","0","0.0","0","N"
"387","699032000","14","1","1","7","1","1.5","0","N"
"358","1120871019","4","4","2","6","0","0.5","0.17","N"
"306","415287633","19","4","2","7","1","0.5","0.15","N"
"613","929934742","29","2","1","4","0","3.0","0.16","N"
"12","21013000","9","11","4","7","1","0.1","0","N"
"665","1207409404","10","10","4","5","0","2.0","0.03","N"
"34","30460000","12","7","3","2","0","0.5","0","N"
"469","1074683000","8","10","4","4","1","3.0","0","N"
"238","293946000","18","10","4","7","1","0.0","0","N"
"213","380797582","23","11","4","7","1","1.5","0","N"
"345","772326194","10","1","1","3","0","1.0","0.16","N"
"547","1071357574","17","10","4","6","0","0.0","0.23","N"
"207","319281910","9","12","4","1","0","0.0","0.16","N"
"377","833771460","21","3","1","6","0","0.0","0.37","N"
"820","1513536168","5","3","1","4","0","0.1","0.3","N"
"239","587513489","13","11","4","4","0","0.5","0","N"
"328","1063617788","12","6","2","6","0","0.1","0.26","N"
"549","594290953","21","12","4","7","1","0.5","0","N"
"81","149371000","7","11","4","5","0","0.0","0","N"
"203","276879000","11","12","4","3","0","0.0","0","N"
"50","150327000","27","11","4","4","0","0.5","0","N"
"14","25400000","3","10","4","6","0","2.0","0","N"
"346","1158945633","17","6","2","4","0","1.0","0.19","N"
"428","610878900","14","7","3","4","0","2.0","0.18","N"
"540","1378476128","21","12","4","7","1","0.5","0","N"
"560","956777008","15","7","3","5","0","0.5","0.05","N"
"340","456642691","18","8","3","3","0","2.0","0.01","N"
"476","1130969591","11","11","4","1","0","2.0","0","N"
"218","487453680","1","2","1","4","0","3.0","0.04","N"
"527","520379163","7","11","4","4","0","0.5","0.03","N"
"567","1025827031","29","5","2","6","0","3.0","0.3","N"
"246","696398244","3","10","4","5","0","1.5","0.04","N"
"674","1264313053","4","1","1","4","1","5.0","0","N"
"300","270225378","21","11","4","4","0","2.5","0.16","N"
"791","1771680966","16","9","3","3","0","3.0","0.19","N"
"636","1307248477","27","2","1","2","0","1.5","0.08","N"
"12","3820000","8","12","4","1","0","0.0","0","N"
"341","546008541","21","3","1","6","0","0.0","0.02","N"
"398","669964692","16","8","3","1","0","0.1","0.04","N"
"204","138599879","11","10","4","7","1","3.0","0","N"
"137","213272520","12","1","1","6","1","2.5","0.03","N"
"274","388537590","15","11","4","5","0","1.0","0","N"
"266","481439037","5","12","4","5","0","2.0","0.04","N"
"144","447351000","31","6","2","4","0","3.0","0","N"
"176","281181000","22","11","4","6","1","4.0","0","N"
"710","1406501467","29","2","1","4","0","3.0","0.26","N"
"449","985336503","17","5","2","1","0","2.0","0.01","N"
"633","1466086245","28","10","4","3","0","1.5","0.06","N"
"102","102621000","13","1","1","6","1","4.0","0","N"
"346","509334237","18","11","4","1","0","0.5","0.22","N"
"298","353662223","27","10","4","2","0","0.5","0.01","N"
"246","337922797","3","11","4","7","1","0.1","0","N"
"639","591865475","27","4","2","1","1","5.0","0","N"
"412","558500241","18","12","4","3","0","0.1","0.3","N"
"559","1685680855","14","11","4","5","0","0.1","0.08","N"
"76","86031000","24","9","3","4","0","0.1","0.29","N"
"60","65859000","20","9","3","7","1","1.5","0","N"
"589","1041803313","19","3","1","4","0","0.1","0","N"
"311","484188830","20","2","1","2","0","0.0","0.18","N"
"883","1366047698","2","11","4","7","1","1.0","0","N"
"257","547213267","19","2","1","1","0","0.0","0","N"
"374","424040755","27","1","1","6","0","0.5","0.01","N"
"675","1343668321","5","3","1","4","0","0.1","0.38","N"
"237","687973209","10","6","2","4","0","0.1","0.11","N"
"663","2343968178","6","7","3","3","0","1.5","0.05","N"
"411","691169157","13","11","4","4","0","0.5","0.01","N"
"411","648529050","13","11","4","4","0","0.5","0.04","N"
"547","1440071532","19","8","3","4","0","0.1","0.25","N"
"425","613263741","25","10","4","6","0","0.0","0.22","N"
"283","227432000","1","7","3","5","0","3.0","0","N"
"703","1341937762","26","12","4","5","0","0.5","0.2","N"
"317","563188700","13","9","3","7","1","2.0","0","N"
"501","1208268843","23","10","4","5","0","1.0","0.01","N"
"698","1412798500","20","12","4","6","0","0.1","0.13","N"
"131","257996000","14","10","4","3","0","0.1","0","N"
"392","688830000","22","6","2","2","0","1.5","0.17","N"
"118","379280000","13","3","1","5","1","4.0","0","N"
"666","1439393839","7","2","1","3","0","0.1","0.21","N"
"128","207527257","5","12","4","4","0","3.0","0","N"
"364","483894532","28","7","3","4","0","1.5","0.14","N"
"346","341019849","4","10","4","7","1","3.0","0.01","N"
"510","971207869","1","10","4","4","0","3.0","0","N"
"640","1509313603","12","7","3","2","0","0.5","0.36","N"
"403","1210047224","20","6","2","7","1","0.5","0","N"
"784","905404833","12","4","2","7","1","0.5","0","N"
"588","1294877774","9","11","4","6","0","3.0","0.13","N"
"237","353654000","15","5","2","6","0","0.1","0.15","N"
"385","600732110","6","2","1","2","0","0.0","0.26","N"
"216","448164000","2","10","4","4","1","3.0","0","N"
"270","546619808","31","1","1","3","0","3.0","0.03","N"
"63","97165000","17","8","3","2","0","0.5","0","N"
"564","1484039160","10","1","1","4","0","1.0","0.03","N"
"401","889983907","30","10","4","5","0","3.0","0.03","N"
"473","852863155","31","3","1","2","0","3.0","0.26","N"
"516","638111566","23","1","1","2","0","0.0","0","N"
"862","1426016352","24","3","1","2","0","0.5","0.1","N"
"266","436329910","3","12","4","2","0","0.5","0.34","N"
"175","290534000","18","9","3","5","0","1.5","0","N"
"755","1394530386","21","4","2","2","0","0.0","0.12","N"
"296","279493000","12","2","1","1","1","4.0","0","N"
"680","1302384000","3","4","2","5","0","0.1","0.27","N"
"597","1571351455","8","11","4","6","0","0.0","0.08","N"
"709","964104613","22","3","1","7","1","0.0","0","N"
"697","1230194116","17","11","4","1","0","0.1","0.04","N"
"499","1219184434","11","8","3","3","0","0.5","0.02","N"
"414","760817839","18","7","3","1","0","0.1","0.02","N"
"566","950168007","15","6","2","2","0","0.0","0.05","N"
"295","534134622","2","8","3","1","1","4.0","0","N"
"454","1147403000","2","9","3","3","0","0.5","0.04","N"
"159","276898695","22","8","3","7","1","0.5","0","N"
"146","207267153","16","4","2","4","0","2.5","0","N"
"731","1266567000","15","12","4","7","1","2.0","0","N"
"719","1854154608","4","8","3","3","0","3.0","0.25","N"
"998","2739054566","21","5","2","5","0","0.5","0.02","N"
"356","1226696095","17","8","3","2","0","0.5","0","N"
"720","2053685287","25","12","4","4","0","1.0","0.28","N"
"325","457369000","22","11","4","6","1","4.0","0.05","N"
"129","209493666","19","9","3","6","1","3.0","0","N"
"343","535125108","12","4","2","7","1","0.5","0","N"
"723","953353419","30","10","4","5","0","3.0","0.07","N"
"379","389066389","15","8","3","7","1","1.0","0","N"
"285","453222000","7","9","3","1","0","2.0","0.27","N"
"1015","1610302613","16","5","2","7","1","0.5","0","N"
"84","200752939","21","8","3","6","0","0.0","0","N"
"394","718189627","15","5","2","6","0","0.1","0.05","N"
"371","393455950","17","2","1","6","0","1.0","0.21","N"
"277","476610097","3","5","2","1","0","0.1","0","N"
"3","150000","8","3","1","7","1","1.5","0","N"
"346","793474000","17","7","3","7","1","2.0","0","N"
"307","488144546","10","11","4","1","0","1.0","0.23","N"
"687","730404343","30","10","4","4","0","3.0","0.36","N"
"397","775211991","12","9","3","6","0","2.0","0.01","N"
"474","557014551","30","1","1","2","0","3.0","0.16","N"
"285","589312002","8","8","3","7","1","2.0","0","N"
"660","945893207","28","10","4","2","0","1.5","0","N"
"224","438174609","9","11","4","6","0","3.0","0.09","N"
"493","1942813040","22","6","2","2","0","1.5","0.32","N"
"266","351579000","2","7","3","6","1","4.0","0","N"
"110","125883000","11","12","4","3","0","0.0","0","N"
"125","397720000","11","12","4","4","0","0.0","0","N"
"699","1311669495","19","7","3","2","0","0.1","0.02","N"
"469","946627370","13","7","3","3","0","2.0","0.04","N"
"189","333517000","25","11","4","2","0","3.0","0.03","N"
"202","378974000","3","12","4","2","0","0.5","0.27","N"
"629","888188975","2","2","1","5","0","2.0","0.19","N"
"381","582341037","23","8","3","1","0","1.5","0.14","N"
"1059","2278688835","30","6","2","3","0","3.0","0.14","N"
"290","173500000","22","11","4","5","1","4.0","0","N"
"197","292616000","12","1","1","6","1","2.5","0.04","N"
"185","316463000","7","3","1","6","0","0.5","0.29","N"
"493","609553000","11","10","4","7","1","3.0","0","N"
"795","1467361986","18","10","4","7","1","0.0","0","N"
"499","591513000","8","12","4","7","1","0.0","0","N"
"239","347979000","30","2","1","5","0","3.0","0","N"
"575","1666664224","15","2","1","4","0","1.0","0.07","N"
"478","1065797714","15","5","2","6","0","0.1","0.29","N"
"728","1353731622","24","12","4","2","0","0.1","0.11","N"
"221","669429000","25","11","4","2","0","3.0","0","N"
"582","949835000","19","9","3","6","1","3.0","0","N"
"699","1944166184","29","9","3","2","0","3.0","0.05","N"
"71","105538000","15","10","4","3","0","1.0","0","N"
"168","588781375","22","8","3","7","1","0.5","0","N"
"68","147137833","20","3","1","5","0","1.0","0.37","N"
"434","1427945336","7","1","1","1","0","0.1","0","N"
"1040","3204858074","13","10","4","1","0","0.5","0.02","N"
"495","528028000","15","8","3","7","1","1.0","0","N"
"580","1670339612","25","9","3","5","0","1.0","0.09","N"
"635","1258773986","25","7","3","1","0","1.0","0.06","N"
"1081","1552845168","16","3","1","1","0","0.1","0.1","N"
"141","125078418","18","10","4","7","1","0.0","0","N"
"469","881590572","15","6","2","2","0","0.0","0.07","N"
"725","1621318520","27","11","4","4","0","0.5","0.1","N"
"474","852017555","18","5","2","2","0","0.5","0","N"
"367","422003621","2","11","4","7","1","1.0","0","N"
"369","480084796","6","11","4","4","0","0.0","0.03","N"
"925","1286243995","24","12","4","2","0","0.1","0.19","N"
"633","1351845245","10","4","2","5","0","2.0","0.14","N"
"360","804854892","2","4","2","4","0","0.5","0","N"
"312","223016156","14","1","1","7","1","1.5","0.01","N"
"365","611092000","7","4","2","2","0","2.0","0.08","N"
"460","774968919","24","12","4","2","0","0.1","0.27","N"
"371","836473208","28","9","3","1","0","1.5","0.17","N"
"418","569709358","5","4","2","7","1","2.0","0","N"
"402","1153651000","13","9","3","7","1","2.0","0","N"
"435","836709922","14","11","4","5","0","0.1","0.22","N"
"619","2169344146","8","10","4","3","0","1.0","0.02","N"
"44","104678000","25","10","4","6","0","0.0","0","N"
"360","1253478429","6","8","3","5","0","0.5","0.12","N"
"310","628408407","15","4","2","3","0","2.0","0.1","N"
"681","1277683571","23","3","1","1","0","0.1","0","N"
"583","1021248555","30","10","4","5","0","3.0","0.34","N"
"427","1348264882","16","4","2","4","0","2.5","0.3","N"
"146","257324312","8","12","4","7","1","0.0","0","N"
"422","740100893","9","4","2","4","0","0.5","0.27","N"
"3","3100000","23","11","4","7","1","1.5","0","N"
"525","626402599","4","10","4","7","1","3.0","0","N"
"344","331740000","13","6","2","7","1","1.0","0","N"
"405","1113642100","15","1","1","1","0","0.1","0","N"
"236","406385557","14","8","3","6","0","1.0","0","N"
"318","443290985","7","10","4","2","0","0.1","0","N"
"556","1245069282","20","4","2","1","0","0.0","0.07","N"
"339","470614564","2","8","3","1","1","4.0","0","N"
"526","902053891","24","4","2","5","0","1.5","0.2","N"
"550","1144911351","30","10","4","4","0","3.0","0.11","N"
"655","838786432","13","8","3","5","0","3.0","0.06","N"
"412","745505573","19","11","4","3","0","2.0","0.08","N"
"108","90371000","7","7","3","4","0","3.0","0","N"
"161","377362000","23","9","3","3","0","0.0","0","N"
"714","1615347291","12","8","3","4","0","1.5","0.03","N"
"586","994135369","15","2","1","4","0","1.0","0.07","N"
"1232","2288193194","29","6","2","2","0","3.0","0.05","N"
"492","923725213","20","10","4","2","0","0.0","0.1","N"
"155","140652500","22","5","2","6","0","0.1","0.25","N"
"509","961749607","5","9","3","6","0","2.0","0.02","N"
"275","224922491","13","3","1","5","1","4.0","0","N"
"79","103212000","8","12","4","7","1","0.0","0","N"
"129","157531000","14","1","1","7","1","1.5","0","N"
"248","260373000","13","9","3","7","1","2.0","0","N"
"624","1008153107","26","4","2","7","1","3.5","0.07","N"
"736","1651020763","6","4","2","1","0","0.5","0","N"
"387","1312770359","30","1","1","2","0","3.0","0","N"
"553","929995666","10","2","1","6","0","1.5","0.05","N"
"23","31797000","8","11","4","6","0","0.0","0","N"
"57","107290000","8","7","3","5","0","2.0","0","N"
"537","768347373","24","6","2","4","0","0.5","0.15","N"
"192","205006964","3","3","1","2","0","3.0","0.33","N"
"259","499389000","6","9","3","7","1","0.5","0","N"
"345","1907812002","13","12","4","5","0","0.1","0.19","N"
"401","423800439","14","10","4","2","0","2.0","0.26","N"
"489","650346432","4","10","4","7","1","3.0","0","N"
"552","1019586699","3","4","2","5","0","0.1","0.03","N"
"366","525412285","29","8","3","7","1","3.0","0","N"
"664","1265451118","20","11","4","3","0","1.5","0.06","N"
"677","846285542","3","7","3","7","1","1.5","0.03","N"
"79","144722000","4","1","1","5","1","5.0","0","N"
"470","595653000","12","3","1","4","0","2.5","0.22","N"
"113","272526053","28","12","4","7","1","2.5","0","N"
"50","97959000","28","10","4","2","0","1.5","0","N"
"458","1029370130","7","4","2","2","0","2.0","0.38","N"
"427","464739784","7","11","4","4","0","0.5","0.13","N"
"831","2469045724","28","11","4","4","0","1.5","0.04","N"
"360","1034771000","5","12","4","5","0","2.0","0","N"
"253","533693440","31","5","2","1","0","3.0","0.08","N"
"470","608310000","6","5","2","4","0","1.0","0.24","N"
"86","155312550","4","3","1","3","0","0.5","0.07","N"
"431","533792000","25","1","1","4","0","1.0","0.04","N"
"211","424414000","7","12","4","6","0","0.0","0.18","N"
"582","1317132089","27","8","3","5","0","1.5","0.22","N"
"438","484676818","2","7","3","6","1","4.0","0","N"
"304","432402783","16","11","4","7","1","0.0","0","N"
"589","1169408681","8","7","3","5","0","2.0","0.09","N"
"360","367064077","16","10","4","4","0","0.1","0.23","N"
"397","389192386","13","8","3","5","0","3.0","0.13","N"
"548","863791934","14","6","2","1","0","0.0","0","N"
"349","978402838","14","10","4","3","0","0.1","0","N"
"490","558682371","21","1","1","7","1","3.0","0","N"
"428","528594923","5","4","2","7","1","2.0","0","N"
"881","1095364401","7","10","4","2","0","0.1","0.07","N"
"271","449875000","22","11","4","6","1","4.0","0.1","N"
"7","9901000","26","10","4","7","1","0.1","0","N"
"179","165713000","2","9","3","3","0","0.5","0","N"
"421","669585000","26","5","2","3","0","0.5","0","N"
"458","478471067","9","5","2","7","1","0.1","0.05","N"
"413","1012094259","31","3","1","2","0","3.0","0.31","N"
"473","585271552","4","5","2","2","0","0.0","0.29","N"
"211","390889406","20","6","2","7","1","0.5","0","N"
"413","556215107","15","2","1","4","0","1.0","0.02","N"
"107","265985000","11","4","2","6","0","3.0","0","N"
"405","911580560","9","6","2","3","0","0.0","0.29","N"
"148","238768230","12","4","2","7","1","0.5","0","N"
"402","521354000","2","1","1","3","1","5.0","0","N"
"456","653165916","20","12","4","5","0","0.0","0.06","N"
"350","565157546","29","3","1","7","1","3.0","0","N"
"643","850240983","8","9","3","2","0","0.5","0.26","N"
"395","382871321","2","7","3","6","1","4.0","0","N"
