Date,ATM_ID,Total_Of_Transactions,Total_Of_Services,Total_Of_Bills,Total_Of_Transfers,Total_Of_Dispenses,HSuperviser,No_Service
1394/02/03,1747,515,14023311,5103000,1042462221,177900000,0.04,2
1394/02/03,1748,460,14840417,1120000,772154000,170100000,0.1,1
1394/02/04,1811,493,14575271,1889000,326192074,155250000,0,26.58
1394/02/04,1818,299,0,1068000,140954075,126400000,0,0
1394/02/04,1876,544,32954908,875000,407601985,219100000,0,0
1394/02/04,2277,244,8362153,1811000,297000000,93400000,0,0
1394/02/04,4203,211,0,712000,208597390,105700000,0,0
1394/02/04,2474,216,12499043,5680000,228342029,54000000,0,0
1394/02/04,3254,329,14626703,1699000,267225000,117400000,0,0
1394/02/04,2737,313,4130000,900000,544634000,113500000,0.01,0.04
1394/02/04,2738,489,20171352,5511000,256115000,195900000,0,0
1394/02/04,2739,1,0,0,3000000,0,0,0
1394/02/04,2740,540,2920000,3558000,326575000,218950000,0,0.08
1394/02/04,2308,830,8241403,5248000,964335000,365350000,0,0
1394/02/04,1746,685,8096233,3309000,723007491,252800000,0,36.42
1394/02/04,1747,594,985703,1532000,436170000,286800000,0,0
1394/02/04,1748,466,3680709,1324000,873170000,216900000,0,0.21
1394/02/04,1739,403,4150000,528000,210530000,183100000,0,0
1394/02/04,1740,767,13734929,2075000,276907000,250200000,0,0
1394/02/04,1741,594,8359879,4771000,364095963,207600000,0,0.38
1394/02/04,1742,857,2197143,3950000,1341283775,388250000,0,0.33
1394/02/04,1743,443,12361136,3116000,204338600,175750000,0,0.04
1394/02/04,1744,388,3077911,4414000,407330000,146400000,0,35.29
1394/02/04,1745,527,840000,978000,482807649,233200000,0,0
1394/02/04,4337,640,1956820,1626000,376156719,306650000,0,0
1394/02/04,4431,272,6280000,3469000,333770000,90800000,0,22.17
1394/02/04,4432,444,0,790000,433264531,196900000,0,0
1394/02/04,4433,297,1572462,3168000,197941000,147000000,0,1.75
1394/02/04,4434,325,1990000,1963000,260787494,145000000,0,0
1394/02/04,4435,527,7188521,24417000,513191000,178050000,0,0
1394/02/04,4528,849,7087633,5122000,611735000,378300000,0.02,0.08
1394/02/04,4529,715,1393793,4376000,633930730,310550000,0,0
1394/02/04,4540,6,0,0,1500000,200000,0,0
1394/02/04,4541,70,0,1406000,23050000,25900000,0,0
1394/02/04,3785,14,0,40000,9350000,3200000,0,0
1394/02/04,3786,387,2130000,1171000,261761000,160000000,0,0
1394/02/04,3787,426,590000,1723000,309720000,207900000,0,0
1394/02/04,3788,489,1672002,8247000,672350000,251000000,0,7.38
1394/02/04,3789,78,0,130000,237900000,21500000,0,0
1394/02/04,3790,78,0,505000,63000000,47850000,0,0
1394/02/04,2330,323,12253408,4337000,220800000,135400000,0,0.25
1394/02/04,2331,792,17383974,2119000,373880000,311350000,0,0
1394/02/04,2332,376,0,1849000,521520000,139200000,0,0
1394/02/04,2333,520,0,3946000,432300000,242000000,0,12.17
1394/02/04,2334,482,11523286,2960000,378035000,186100000,0,0
1394/02/04,2503,523,6433333,3220000,326381000,145950000,0,0
1394/02/04,2504,1012,1406557,17198000,1127625000,420700000,0,18.54
1394/02/04,1949,947,4338507,10603000,986446000,401690000,0,0.33
1394/02/04,1950,471,2750804,5975000,1916747109,192350000,0,0
1394/02/04,1951,366,6444674,1273000,265332000,125000000,0,0
1394/02/04,1952,472,17198038,3615000,298130000,178600000,0,0
1394/02/04,1953,477,12588743,2365000,643965780,162200000,0,0
1394/02/04,1954,353,3950000,5445000,373270111,104500000,0,0
1394/02/04,1955,633,9036351,4105000,521490000,295100000,0,0
1394/02/04,1957,416,5910198,4857000,699750000,182900000,0,2.67
1394/02/04,1958,150,0,1201000,201435000,35900000,0,0
1394/02/04,1959,385,5493706,3957000,501597000,209500000,0,0
1394/02/04,3709,212,14072934,4277000,138431000,74350000,0,0
1394/02/04,3710,356,8098718,657000,412060000,159500000,0,0
1394/02/04,3792,242,0,2462000,99450000,72100000,0,0
1394/02/04,4554,26,0,618000,11000000,350000,0,0
1394/02/04,4594,204,3400000,1586000,284092000,73100000,0,0
1394/02/04,4595,250,600000,4799000,293160000,95350000,0,0
1394/02/04,3711,163,2256024,110000,146450000,56800000,0,0
1394/02/04,3712,275,1954241,1936000,284700000,106200000,0,0
1394/02/04,3713,527,33435096,1323000,409940000,205350000,0,1.71
1394/02/04,3714,426,0,3999000,288800000,224100000,0,57.13
1394/02/04,3715,4,0,0,0,700000,0,97
1394/02/04,3716,711,3495388,2689000,572570000,300600000,0,0.71
1394/02/04,3717,318,0,850000,296895000,122400000,0,0
1394/02/04,3901,65,0,140000,62170000,20200000,0,0
1394/02/04,3902,16,0,304000,8785125,1900000,0,0
1394/02/04,3442,312,3986613,22267000,439200000,134800000,0,0
1394/02/04,3443,482,1653558,7124000,231321000,153800000,0,0
1394/02/04,3444,4,0,0,5500000,2000000,0,0
1394/02/04,3446,576,17486668,9027000,577850000,256500000,0,22.83
1394/02/04,3554,1,0,0,0,0,0,0
1394/02/04,3047,392,0,5901000,895490000,131500000,0,0
1394/02/04,3048,300,9089873,3212000,109500000,108000000,0,0
1394/02/04,3049,481,13201695,8036000,387111926,183800000,0,0
1394/02/04,3050,447,10145484,21869000,541136600,170200000,0,0
1394/02/04,3051,629,13656610,7618000,957122616,233900000,0,0.33
1394/02/04,3052,367,0,4264000,392995000,194700000,0,28.58
1394/02/04,3053,926,12211676,1804000,617928005,530400000,0,3.83
1394/02/04,3054,583,5852169,7582000,535805000,235100000,0,5.58
1394/02/04,3055,1009,2077214,3061000,1065260061,470100000,0,0
1394/02/04,3056,313,5121403,7903000,558555000,127000000,0,0
1394/02/04,3057,621,2788209,2495000,494960000,360000000,0,0.29
1394/02/04,3058,480,8670000,1202000,391066000,178000000,0,0
1394/02/04,3059,298,4533825,330000,126461000,90900000,0,0
1394/02/04,3060,872,19561303,9351000,647830000,348950000,0,0
1394/02/04,3061,415,21878553,310000,220102000,166450000,0,0
1394/02/04,3062,477,8409839,3939000,522101727,187800000,0,0
1394/02/04,3230,444,6616633,860000,287460000,156400000,0,6.25
1394/02/04,3231,138,8977442,920000,173550000,35700000,0,0
1394/02/04,3232,406,17644099,1810000,1116580000,134200000,0,0
1394/02/04,3233,574,3210000,1393000,494939000,255200000,0,0
1394/02/04,3234,381,0,566000,339280000,194800000,0,22.75
1394/02/04,3235,591,2000000,9685000,552057000,270700000,0,0
1394/02/04,4015,10,0,10000,8800000,3300000,0,0
1394/02/04,2264,134,1148296,376000,615981073,38900000,0,0
1394/02/04,1960,543,0,2180000,647605000,276150000,0,0
1394/02/04,1961,471,0,2510000,504510000,249100000,0,0.04
1394/02/04,1962,990,2934127,4311000,765937000,437900000,0,0
1394/02/04,1963,616,4127702,5714000,549915000,279650000,0,0
1394/02/04,1964,699,0,3795000,354568000,233300000,0,0
1394/02/04,1965,500,3430000,480000,283540000,187000000,0,0.13
1394/02/04,1966,826,0,3774000,1044620000,345400000,0,0
1394/02/04,1968,818,3307142,5879000,983075616,396800000,0,0
1394/02/04,2526,670,3923962,2326000,402000800,357100000,0,0
1394/02/04,1969,578,7807375,1631000,657860000,273400000,0,10.46
1394/02/04,1970,506,0,19082000,465190000,231550000,0,4.25
1394/02/04,1971,692,7462186,7107000,505791225,304700000,0,16.5
1394/02/04,1809,524,8795407,8397000,429431000,214200000,0,0
1394/02/04,1810,392,6444714,2771000,218425000,167700000,0,0
1394/02/05,1739,577,20865772,758000,390831891,193350000,0,3.75
1394/02/05,1740,1058,37568567,1692000,913390000,440300000,0.07,1.29
1394/02/05,1741,651,18287720,6737000,644987243,237100000,0.1,1.33
1394/02/05,1742,943,1400973,3476000,3017106271,400400000,0.39,1.75
1394/02/05,1743,564,16247531,1656000,579477503,153100000,0,9.63
1394/02/05,1744,542,14189167,11773000,935093349,207500000,0.01,30.42
1394/02/05,1745,574,32630258,1217000,1057259670,199300000,0.56,3.62
1394/02/05,1746,715,29540000,670000,1309837000,228850000,0.28,51.75
1394/02/05,1747,738,21478609,5313000,1258843688,248800000,0.21,1.38
1394/02/05,1748,597,13313421,1567000,1569232724,207900000,0.08,0.58
1394/02/05,2308,669,6494265,4373000,497354220,256950000,0.53,2.25
1394/02/05,4540,292,29094036,6091000,310632000,109800000,0,1.08
1394/02/05,4541,196,3786613,1170000,374135121,80750000,0,0
1394/02/05,4337,646,22965804,3620000,660550000,245900000,0,1.08
1394/02/05,4431,305,4270000,1929000,238401000,118700000,0,37.38
1394/02/05,4432,535,2728156,28592000,1432692000,180600000,0.01,0.04
1394/02/05,4433,265,11236089,350000,165070000,116700000,0,0.67
1394/02/05,4434,486,5173607,2893000,484375000,206400000,0.11,0.46
1394/02/05,4435,638,11230000,3964000,725516038,268950000,0.84,3.62
1394/02/05,3785,211,3488472,8132000,159706000,68900000,0,0
1394/02/05,3786,330,4178811,1524000,581495000,117800000,0.03,0.13
1394/02/05,3787,333,2866666,1140000,421875000,127000000,0.06,0.25
1394/02/05,3788,331,2100000,10111000,529295000,131800000,0,33.05
1394/02/05,3789,127,549883,231000,459150000,31100000,0,0
1394/02/05,3790,55,0,447000,75660000,29500000,0.12,0.5
1394/02/05,2503,930,23402905,1771000,759035000,309450000,0.46,2.92
1394/02/05,2504,721,5600000,7062000,1369370000,326500000,0,38.92
1394/02/05,4528,949,17055583,6031000,1171999774,370300000,0.45,2
1394/02/05,4529,737,5957268,4215000,984181085,282550000,0.3,8.38
1394/02/05,2330,518,30703699,1116000,516745000,185900000,0.28,1.42
1394/02/05,2331,796,57709171,4154000,430085264,288950000,0.02,4.63
1394/02/05,2332,558,24713794,4015000,785011271,198300000,0.09,0.38
1394/02/05,2333,777,2578164,10413000,1070800396,331900000,0.28,1.17
1394/02/05,2334,682,15443072,24168000,976294000,340500000,0.13,0.96
1394/02/05,1949,885,11628582,20116000,1369680512,332570000,0.48,3.92
1394/02/05,1950,578,14838677,4391000,1323031824,179450000,0.1,9.55
1394/02/05,1951,508,27045399,1824000,688046541,192200000,0.04,18
1394/02/05,1952,608,38424804,1201000,1066775088,157400000,0.42,1.96
1394/02/05,1953,563,33927387,5228000,663277575,219700000,0.52,2.17
1394/02/05,1954,391,12372521,4657000,511400397,108450000,0.46,1.92
1394/02/05,1955,647,38220586,2193000,1962024317,181900000,0.52,9.08
1394/02/05,1957,648,13825082,2818000,1212087079,238000000,0.27,3.8
1394/02/05,1958,385,5963108,13227000,1239103849,107400000,0.03,0.17
1394/02/05,1959,476,11890048,567000,475371500,208900000,0.43,2.26
1394/02/05,3709,429,40286591,1252000,645935000,131400000,0,0
1394/02/05,3710,655,17362636,1337000,1158294782,214600000,0.07,1.46
1394/02/05,3792,493,0,4067000,566460900,146900000,0.06,0.25
1394/02/05,4554,193,2000000,2618000,516700000,61750000,0.23,7.34
1394/02/05,3711,446,35182837,1870000,1051527313,123650000,0.07,0.42
1394/02/05,3712,501,10742814,5306000,825320222,154950000,0.2,0.96
1394/02/05,3713,519,51603502,8370000,1377444000,134200000,0.56,34.38
1394/02/05,3714,477,0,2050000,675862890,231000000,0.82,3.59
1394/02/05,3715,95,2936613,904000,211480000,37900000,0.03,73.67
1394/02/05,3716,694,1000000,1420000,938450963,248900000,0.11,2.88
1394/02/05,3717,629,4600000,1696000,878930000,279900000,0.03,7.08
1394/02/05,3901,77,0,60000,101510000,29700000,0,0
1394/02/05,3902,147,1393333,2640000,182126000,48600000,0,8.17
1394/02/05,4015,69,2255556,893000,111421000,5400000,0,0
1394/02/05,2526,556,11226649,751000,1106744910,224800000,0,9.33
1394/02/05,3442,469,32606556,3731000,811082883,151300000,0.61,6.05
1394/02/05,3443,430,0,2732000,637137000,143600000,0,2.46
1394/02/05,3444,339,4980515,55490000,280004000,97100000,0.03,0.13
1394/02/05,3446,565,18156158,3553000,1017991744,198750000,0.01,52.46
1394/02/05,1960,586,0,2737000,803735000,250700000,0.57,2.38
1394/02/05,1961,568,0,2037000,889574963,225300000,0,4.13
1394/02/05,1962,888,7110250,5173000,1235608500,307750000,0.07,0.29
1394/02/05,1963,668,9612257,10274000,1734562666,224250000,0.1,0.46
1394/02/05,1964,585,7200931,7644000,854223690,208210000,0.15,0.67
1394/02/05,1965,809,20206106,1361000,776720333,306800000,0.59,4.42
1394/02/05,1966,827,3930000,6211000,1321641083,353500000,0.04,0.17
1394/02/05,1968,941,6600000,5197000,1753696963,426150000,0.26,4.46
1394/02/05,1969,438,4495742,2256000,721040333,168150000,0.32,30.04
1394/02/05,1970,563,7762703,2051000,1028551452,250400000,0,5.67
1394/02/05,1971,582,10362324,5266000,858198029,204700000,0,51.09
1394/02/05,3047,700,10214982,2017000,741680000,279200000,0.02,0.08
1394/02/05,3048,781,9971518,8483000,1043479632,281300000,0.02,0.08
1394/02/05,3049,579,28736999,89468000,921925668,184800000,0.01,0.04
1394/02/05,3050,627,34557769,21199000,1050168662,218200000,0.04,0.55
1394/02/05,3554,106,0,1797000,41792000,29850000,0,0
1394/02/05,4203,209,5354671,551000,304770000,78800000,0.52,2.21
1394/02/05,4594,407,18480878,4705000,3454303993,113550000,0.01,0.04
1394/02/05,4595,524,27702921,1913000,1280796000,130050000,0.02,0.08
1394/02/05,3059,683,32705854,1393000,706610000,232500000,0.15,0.67
1394/02/05,3060,929,56870261,7372000,1162824314,343100000,0.04,0.96
1394/02/05,3061,612,72520279,6639000,525160274,169300000,0.27,1.13
1394/02/05,3062,598,15057103,7397000,1494738026,146040000,0.11,0.46
1394/02/05,3230,694,7205945,4457000,561812000,258000000,0.55,2.29
1394/02/05,3231,391,30062935,7192000,602595207,121600000,0.27,1.13
1394/02/05,3232,590,82602531,881000,444463050,161850000,0.05,0.25
1394/02/05,3233,503,5600000,6350000,552543400,219000000,0.06,8.59
1394/02/05,3234,617,0,7086000,620017000,279900000,0.03,33.87
1394/02/05,3235,672,14154342,12605000,1277089510,266800000,0.07,1.84
1394/02/05,2737,485,8464886,951000,1088785000,178000000,0.27,1.17
1394/02/05,2738,559,22560593,15994000,1070969000,202500000,0.18,0.75
1394/02/05,2739,371,5959861,3384000,1354970000,109400000,0.38,1.62
1394/02/05,2740,737,28095334,2700000,1630374000,251750000,0.62,2.58
1394/02/05,3254,433,32564527,8809000,332105877,144500000,0.17,1.25
1394/02/05,3051,814,37109437,6745000,1973977821,326800000,0.37,1.54
1394/02/05,3052,352,12630000,2702000,455232000,113450000,0.3,35.79
1394/02/05,3053,698,26298530,1973000,1240110000,287200000,0.01,4.25
1394/02/05,3054,720,14325927,5090000,970832862,256500000,0.02,0.13
1394/02/05,3055,945,14965981,3067000,1304791216,398150000,0.4,1.67
1394/02/05,3056,419,31277004,5485000,1281856532,160500000,0.1,0.42
1394/02/05,3057,609,3435236,62249000,944980001,203700000,0.01,5.71
1394/02/05,3058,741,14343965,5146000,684025155,247650000,0.3,1.25
1394/02/05,2474,358,28033038,1879000,370125476,106140000,0.33,1.38
1394/02/05,2264,118,0,608000,247899307,54400000,0,0
1394/02/05,1811,470,20591407,6316000,610604363,142900000,0.19,42.5
1394/02/05,1818,190,0,833000,193898833,78850000,0,9.87
1394/02/05,1876,803,104676699,5040000,980741654,216000000,0.11,1.88
1394/02/05,2277,411,10907058,11227000,970702036,143800000,0.22,0.92
1394/02/05,1809,806,12526642,9891000,1149949087,297100000,0.04,0.21
1394/02/05,1810,397,4309439,3133000,574790000,166800000,0.26,1.08
1394/02/06,1949,792,10009788,9247000,1364026000,341450000,0.64,2.88
1394/02/06,1950,566,12139949,4627000,431888000,233000000,0.09,0.38
1394/02/06,2330,462,18848689,2374000,346917666,203400000,0.28,1.21
1394/02/06,2331,732,49052208,9509000,366386815,271950000,0.11,0.46
1394/02/06,2332,523,13691615,1549000,540398374,196700000,0.18,1.17
1394/02/06,2333,623,1386000,4397000,953069290,216600000,0.02,0.08
1394/02/06,2334,576,8636557,9407000,499534000,250550000,0.56,2.96
1394/02/06,1951,528,13251693,5192000,342798000,194600000,0.05,0.21
1394/02/06,1952,502,44394435,790000,588129000,134400000,0,0
1394/02/06,1953,389,17197019,50000,577888532,159700000,0.01,0.29
1394/02/06,1954,394,3187188,9157000,492469000,148000000,0,0
1394/02/06,1955,544,13826712,11455000,2021409321,177100000,1.1,5.01
1394/02/06,1957,555,7862150,12324000,1372541770,168200000,0.2,28.66
1394/02/06,1958,317,10496939,2147000,1225262762,77800000,0.34,1.42
1394/02/06,1959,406,9934904,2921000,491865000,172400000,0.17,1.54
1394/02/06,3709,349,30810359,1291000,703077014,93400000,0,10.5
1394/02/06,3710,548,13761558,919000,780865000,215250000,0.08,2.5
1394/02/06,3792,360,1670000,830000,355138000,132600000,0.11,0.5
1394/02/06,4015,53,0,0,106491000,17100000,0,0.21
1394/02/06,3554,100,850000,428000,87530200,20500000,0,0
1394/02/06,3711,383,34643092,1745000,328886729,126450000,0.08,0.46
1394/02/06,3712,477,8400000,3552000,786461990,188750000,0.41,2.29
1394/02/06,3713,562,36075116,3541000,398256000,163650000,0.05,0.21
1394/02/06,3714,803,4927383,2769000,1346410976,341400000,0.47,2
1394/02/06,3715,58,3202569,50000,126340000,24700000,0.02,81.58
1394/02/06,3716,533,6390813,2234000,1441490000,181600000,0.07,0.33
1394/02/06,3717,594,6292014,2191000,654872237,228100000,0,33.79
1394/02/06,3047,626,16207785,2095000,497562482,226700000,0.04,0.17
1394/02/06,3048,636,4582115,4167000,552717215,206300000,0.02,0.08
1394/02/06,3049,575,14674371,4029000,621191530,165500000,0.01,0.04
1394/02/06,3050,509,13818508,11387000,732003149,168500000,0.1,0.42
1394/02/06,3901,77,0,60000,251830000,25400000,0.72,3
1394/02/06,3902,118,5115556,1637000,139189500,27100000,0.18,10.38
1394/02/06,2526,645,3552899,4613000,796690000,283400000,0.49,2.04
1394/02/06,4554,161,648422,3122000,184654000,35900000,0.49,7.92
1394/02/06,3442,409,8240000,2610000,2378708453,149500000,0.02,0.13
1394/02/06,3443,402,0,2115000,528841500,136600000,0.01,36.58
1394/02/06,3444,266,4541243,2314000,1162966000,65500000,0.04,6.46
1394/02/06,3446,550,6698307,9114000,671570309,249700000,0.04,37.04
1394/02/06,1969,419,5500000,730000,545769843,144900000,0.02,0.08
1394/02/06,1970,468,1943610,13950000,501324922,184550000,0.02,1.25
1394/02/06,1971,691,11010802,3239000,833490986,294300000,0,2.75
1394/02/06,1960,531,2475331,2556000,1074835840,238200000,0.42,1.75
1394/02/06,1961,498,1400000,1596000,1144641926,238400000,0,2.83
1394/02/06,1962,842,3423333,152405000,1043648385,330350000,0.05,0.63
1394/02/06,1963,542,8941326,3077000,1347790016,191150000,0.02,0.12
1394/02/06,1964,653,3565609,9615000,547814615,175150000,0.11,1.38
1394/02/06,1965,848,36357738,3752000,864969000,294800000,0.69,2.92
1394/02/06,1966,716,4943214,6255000,971110000,311500000,0.03,1.55
1394/02/06,1968,777,4099847,5451000,1494441039,310850000,0.18,30.38
1394/02/06,2264,110,0,1942000,80060000,37500000,0,0
1394/02/06,3051,746,53351293,3270000,1141125096,285000000,0.32,1.71
1394/02/06,3052,238,11913621,2846000,293100000,65150000,0.62,8.09
1394/02/06,3053,564,19524818,2890000,901709589,278200000,0.41,1.71
1394/02/06,3054,667,18445195,5569000,920970000,274900000,0.33,1.38
1394/02/06,3055,870,23759473,4599000,1570213000,311700000,0.3,1.62
1394/02/06,3056,367,7805653,1845000,1143465000,145800000,0.18,0.79
1394/02/06,3057,559,4846613,1038000,774995963,200000000,0,6.17
1394/02/06,3058,559,4690000,2062000,815491618,186950000,0.17,0.71
1394/02/06,3230,760,21401171,3401000,736825146,239200000,0,0
1394/02/06,3231,314,4625556,2777000,460000000,95400000,0,0
1394/02/06,3232,495,28303060,870000,299735000,125000000,0.03,2.3
1394/02/06,3233,507,39790564,2778000,891562311,205500000,0.32,1.33
1394/02/06,3234,559,5395196,9283000,606373833,216150000,0,0.54
1394/02/06,3235,573,6898148,11185000,1111528000,238300000,0.17,0.71
1394/02/06,4594,335,10307135,12122000,470998000,91800000,0.02,0.29
1394/02/06,4595,423,16135174,3956000,648142618,126100000,0.03,0.26
1394/02/06,3059,571,15612440,2241000,465843385,197550000,0.17,0.96
1394/02/06,3060,854,34024558,14811000,2149830152,299600000,0,2.25
1394/02/06,3061,467,50615664,3205000,277210837,129650000,0.18,0.75
1394/02/06,3062,689,12825327,5613000,1078728966,206900000,0.25,1.21
1394/02/06,1809,701,15380000,2362000,665539856,228500000,0.09,0.38
1394/02/06,1810,378,13663569,1242000,356534432,127400000,0.53,2.25
1394/02/06,1811,441,30595970,1240000,466965321,135000000,0.13,1.75
1394/02/06,1818,229,0,1306000,348223511,88350000,1.26,17.5
1394/02/06,1876,710,55053782,9271000,808709311,198050000,0.02,1.13
1394/02/06,2277,355,6207465,9688000,771082488,126800000,0.22,0.92
1394/02/06,4203,252,7419251,1763000,168350000,94400000,0.03,1.05
1394/02/06,4528,781,9558206,4340000,745197523,301800000,0.34,1.84
1394/02/06,4529,795,8344075,4739000,861780000,312400000,0,0
1394/02/06,4540,193,2000000,11773000,172356000,65900000,0,0
1394/02/06,4541,188,1608416,1160000,280853000,50900000,0,0
1394/02/06,4337,471,5916803,2304000,653372733,160700000,0.58,3.59
1394/02/06,4431,289,1532305,6215000,149800000,120250000,0.51,2.59
1394/02/06,4432,430,3514465,1676000,675765000,128000000,0,2.63
1394/02/06,4433,423,5645330,642000,454982000,179400000,0.26,1.08
1394/02/06,4434,385,2215215,4075000,448741895,145700000,0.26,1.13
1394/02/06,4435,652,10354823,11873000,814286387,206950000,0.22,0.92
1394/02/06,3785,104,2386476,2383000,84641000,30900000,0,0.17
1394/02/06,3786,317,650000,1029000,421060000,114500000,0.18,0.88
1394/02/06,3787,360,1773000,3898000,381655594,121650000,0.23,2.21
1394/02/06,3788,314,0,2650000,525538300,119000000,0.41,17
1394/02/06,3789,112,1247184,410000,204340000,40700000,0,0.71
1394/02/06,3790,58,0,768000,78760000,16000000,0,0
1394/02/06,3254,412,8458082,2390000,414335222,138000000,0,0
1394/02/06,2503,945,50164055,2109000,477925121,269650000,0.25,1.08
1394/02/06,2504,717,11316668,3941000,1225899776,314300000,0.64,2.71
1394/02/06,2737,314,7845364,543000,518020000,141500000,0.35,1.46
1394/02/06,2738,412,25305778,478000,485797458,140500000,0,0.08
1394/02/06,2739,339,3479920,2511000,594556847,70400000,0.15,2.42
1394/02/06,2740,597,30600130,2299000,1469135825,198250000,0.31,1.33
1394/02/06,2474,352,25061878,2178000,337807000,83840000,0,4.92
1394/02/06,1739,480,17949567,1787000,368840000,175350000,0.14,0.58
1394/02/06,1740,1047,47748148,2737000,565391500,375500000,0.06,6.08
1394/02/06,1741,643,12915550,4710000,531139869,269100000,0.09,0.38
1394/02/06,1742,860,6916613,5360000,1319433218,328700000,0.48,2
1394/02/06,1743,529,25277552,1618000,325918428,178200000,0.21,0.88
1394/02/06,1744,590,11084492,5748000,839482218,177600000,0.66,3.21
1394/02/06,1745,529,12374763,1050000,555520000,174900000,0.9,3.75
1394/02/06,2308,619,5652329,1333000,909890000,251650000,0.02,4.95
1394/02/06,1746,913,8192488,2520000,1273639329,381400000,0.46,1.92
1394/02/06,1747,673,25797093,3051000,642196000,264800000,0.11,1.75
1394/02/06,1748,508,19944487,14923000,804605000,155200000,0.23,0.96
1394/02/07,1809,703,18458974,4724000,632427101,232300000,0.12,0.83
1394/02/07,1810,345,11014363,2091000,332660000,114600000,0.04,0.17
1394/02/07,1811,469,23049096,3145000,508208500,120300000,0.12,1.46
1394/02/07,1818,248,2433154,680000,239318000,82100000,0,0
1394/02/07,1876,528,55385584,915000,946574264,97100000,0.1,0.46
1394/02/07,2277,288,2801993,5169000,466475848,94800000,0.17,0.71
1394/02/07,3059,620,15085541,3059000,897440000,211650000,0.18,0.75
1394/02/07,3060,728,69568256,15993000,1218504644,231400000,0.29,3.42
1394/02/07,3061,442,24761076,4416000,376855000,137100000,0.24,1
1394/02/07,3062,684,10182591,9965000,1150536912,253100000,0.08,0.66
1394/02/07,4594,298,501036,4323000,512893718,97100000,0.04,0.17
1394/02/07,4595,347,29617324,2988000,745523000,101200000,0.06,0.29
1394/02/07,4203,264,14654092,3003000,210185321,82600000,0.04,0.3
1394/02/07,2474,342,34823816,347000,604975000,107200000,0.05,0.21
1394/02/07,3254,412,21495646,6445000,275300000,126400000,0.96,4
1394/02/07,2737,303,5399292,520000,612543634,144500000,0.42,1.75
1394/02/07,2738,339,12229359,28243000,443795867,121300000,0.35,9.04
1394/02/07,2739,270,7640000,170000,486840000,73100000,0.04,0.17
1394/02/07,2740,591,10570393,1330000,1395927000,215350000,0.39,1.67
1394/02/07,1739,375,7433453,694000,445716058,142650000,0.2,9.5
1394/02/07,1740,952,14777849,5261000,738637387,367100000,0.04,1.96
1394/02/07,1741,609,12687182,3290000,669258980,177700000,0,0
1394/02/07,1742,902,3800000,2278000,1796026275,356700000,0.31,1.62
1394/02/07,1743,465,11325421,8232000,436215321,169400000,0.16,3.08
1394/02/07,1744,162,4585295,1052000,180877691,45500000,0.01,59.87
1394/02/07,1745,488,15209776,1040000,708140000,183100000,0.51,2.46
1394/02/07,1746,669,8884197,2957000,2399334006,251150000,0.37,12.96
1394/02/07,1747,588,5181299,440000,1205804161,202600000,0.1,0.83
1394/02/07,1748,516,27576210,1708000,940558423,140300000,0.43,1.88
1394/02/07,2308,687,7720087,11767000,936686001,264800000,0.02,0.88
1394/02/07,4431,300,3473392,440000,293553000,136750000,0.04,0.17
1394/02/07,4432,347,0,5623000,489237289,135900000,0.7,2.92
1394/02/07,4433,425,6693467,1919000,269370000,180400000,0.29,1.21
1394/02/07,4434,325,1395388,2151000,377500000,123900000,0,0
1394/02/07,4435,641,31710745,3320000,1223614335,184950000,0.01,0.04
1394/02/07,4528,836,14708573,5414000,1156700218,295800000,0.46,2.09
1394/02/07,4529,727,3079695,1807000,855115534,244950000,0.15,0.63
1394/02/07,4337,501,4694101,2511000,635322566,175200000,0,0
1394/02/07,1949,849,12240844,7929000,1102510000,369400000,0.7,6.05
1394/02/07,1950,548,10842004,3216000,471330321,185300000,0.41,3.21
1394/02/07,2330,452,13758003,1523000,1058717716,197600000,0.23,1.09
1394/02/07,2331,630,28848430,3644000,279065642,207100000,0.02,14.38
1394/02/07,2332,422,11693315,4312000,438734000,158700000,0,0
1394/02/07,2333,666,3167133,6548000,1173678706,256000000,0.21,0.92
1394/02/07,2334,585,19864733,7698000,471295332,222300000,0.58,4.83
1394/02/07,2503,857,12600652,10039000,618091926,258650000,0.54,2.25
1394/02/07,2504,738,1920000,8283000,1408390182,312600000,0.51,3.88
1394/02/07,3785,94,2000000,2906000,41060000,30500000,0,3.08
1394/02/07,3786,237,0,369000,315650221,77100000,0.29,1.21
1394/02/07,3787,279,0,400000,461440500,102500000,0.29,1.21
1394/02/07,3788,418,7522863,16095000,443340000,143600000,0.24,1.08
1394/02/07,3789,102,0,70000,220210000,35650000,0,0
1394/02/07,3790,40,0,1260000,29650000,15650000,0,0
1394/02/07,4540,233,6128765,2238000,228590000,72400000,0,0
1394/02/07,4541,155,2443659,4260000,317610000,39350000,0,0
1394/02/07,4554,166,0,2692000,114884000,46950000,0,0
1394/02/07,3901,80,0,20000,114630000,23900000,0.36,1.5
1394/02/07,3902,102,2420000,1124000,39602000,51600000,0.15,0.63
1394/02/07,4015,43,1628778,1330000,29130000,9600000,0,3
1394/02/07,3792,361,1197709,6794000,265597000,108300000,0.07,11.04
1394/02/07,3711,338,15442913,2381000,797069992,100450000,0.09,0.42
1394/02/07,3712,431,7907718,2516000,1055096255,159950000,0.24,1.08
1394/02/07,3713,478,30929098,1700000,415320000,155050000,0.16,28.17
1394/02/07,3714,814,768380,5337000,1018553761,394200000,0.4,1.67
1394/02/07,3715,53,0,20000,98580000,22500000,0.15,79.92
